Profundidad;Valor;Tipo;Pozo
5348;3;RT3_POR;LLANITO-121
5349;3;RT3_POR;LLANITO-121
5349;3;RT3_POR;LLANITO-121
5350;3;RT3_POR;LLANITO-121
5350;3;RT3_POR;LLANITO-121
5351;3;RT3_POR;LLANITO-121
5351;3;RT3_POR;LLANITO-121
5352;3;RT3_POR;LLANITO-121
5352;3;RT3_POR;LLANITO-121
5353;3;RT3_POR;LLANITO-121
5353;3;RT3_POR;LLANITO-121
5354;3;RT3_POR;LLANITO-121
5354;3;RT3_POR;LLANITO-121
5355;3;RT3_POR;LLANITO-121
5355;3;RT3_POR;LLANITO-121
5356;3;RT3_POR;LLANITO-121
5356;2;RT3_POR;LLANITO-121
5357;2;RT3_POR;LLANITO-121
5357;2;RT3_POR;LLANITO-121
5358;1;RT3_POR;LLANITO-121
5358;1;RT3_POR;LLANITO-121
5359;1;RT3_POR;LLANITO-121
5359;1;RT3_POR;LLANITO-121
5360;1;RT3_POR;LLANITO-121
5360;2;RT3_POR;LLANITO-121
5361;3;RT3_POR;LLANITO-121
5361;3;RT3_POR;LLANITO-121
5362;3;RT3_POR;LLANITO-121
5362;3;RT3_POR;LLANITO-121
5363;3;RT3_POR;LLANITO-121
5363;3;RT3_POR;LLANITO-121
5364;3;RT3_POR;LLANITO-121
5364;3;RT3_POR;LLANITO-121
5365;3;RT3_POR;LLANITO-121
5365;3;RT3_POR;LLANITO-121
5366;3;RT3_POR;LLANITO-121
5366;2;RT3_POR;LLANITO-121
5367;2;RT3_POR;LLANITO-121
5367;3;RT3_POR;LLANITO-121
5368;3;RT3_POR;LLANITO-121
5368;3;RT3_POR;LLANITO-121
5369;2;RT3_POR;LLANITO-121
5369;1;RT3_POR;LLANITO-121
5370;2;RT3_POR;LLANITO-121
5370;3;RT3_POR;LLANITO-121
5371;3;RT3_POR;LLANITO-121
5371;3;RT3_POR;LLANITO-121
5372;3;RT3_POR;LLANITO-121
5372;3;RT3_POR;LLANITO-121
5373;3;RT3_POR;LLANITO-121
5373;3;RT3_POR;LLANITO-121
5374;3;RT3_POR;LLANITO-121
5374;3;RT3_POR;LLANITO-121
5375;3;RT3_POR;LLANITO-121
5375;3;RT3_POR;LLANITO-121
5376;3;RT3_POR;LLANITO-121
5376;3;RT3_POR;LLANITO-121
5377;3;RT3_POR;LLANITO-121
5377;3;RT3_POR;LLANITO-121
5378;3;RT3_POR;LLANITO-121
5378;3;RT3_POR;LLANITO-121
5379;2;RT3_POR;LLANITO-121
5379;3;RT3_POR;LLANITO-121
5380;3;RT3_POR;LLANITO-121
5380;3;RT3_POR;LLANITO-121
5381;3;RT3_POR;LLANITO-121
5381;3;RT3_POR;LLANITO-121
5382;3;RT3_POR;LLANITO-121
5382;3;RT3_POR;LLANITO-121
5383;3;RT3_POR;LLANITO-121
5383;3;RT3_POR;LLANITO-121
5384;3;RT3_POR;LLANITO-121
5384;3;RT3_POR;LLANITO-121
5385;3;RT3_POR;LLANITO-121
5385;2;RT3_POR;LLANITO-121
5386;2;RT3_POR;LLANITO-121
5386;2;RT3_POR;LLANITO-121
5387;2;RT3_POR;LLANITO-121
5387;3;RT3_POR;LLANITO-121
5388;3;RT3_POR;LLANITO-121
5388;3;RT3_POR;LLANITO-121
5389;3;RT3_POR;LLANITO-121
5389;3;RT3_POR;LLANITO-121
5390;3;RT3_POR;LLANITO-121
5390;3;RT3_POR;LLANITO-121
5391;3;RT3_POR;LLANITO-121
5391;3;RT3_POR;LLANITO-121
5392;2;RT3_POR;LLANITO-121
5392;2;RT3_POR;LLANITO-121
5393;2;RT3_POR;LLANITO-121
5393;1;RT3_POR;LLANITO-121
5394;1;RT3_POR;LLANITO-121
5394;1;RT3_POR;LLANITO-121
5395;1;RT3_POR;LLANITO-121
5395;2;RT3_POR;LLANITO-121
5396;3;RT3_POR;LLANITO-121
5396;3;RT3_POR;LLANITO-121
5397;3;RT3_POR;LLANITO-121
5397;3;RT3_POR;LLANITO-121
5398;3;RT3_POR;LLANITO-121
5398;3;RT3_POR;LLANITO-121
5399;3;RT3_POR;LLANITO-121
5399;3;RT3_POR;LLANITO-121
5400;3;RT3_POR;LLANITO-121
5400;3;RT3_POR;LLANITO-121
5401;3;RT3_POR;LLANITO-121
5401;3;RT3_POR;LLANITO-121
5402;3;RT3_POR;LLANITO-121
5402;3;RT3_POR;LLANITO-121
5403;2;RT3_POR;LLANITO-121
5403;2;RT3_POR;LLANITO-121
5404;2;RT3_POR;LLANITO-121
5404;3;RT3_POR;LLANITO-121
5405;3;RT3_POR;LLANITO-121
5405;3;RT3_POR;LLANITO-121
5406;2;RT3_POR;LLANITO-121
5406;2;RT3_POR;LLANITO-121
5407;2;RT3_POR;LLANITO-121
5407;3;RT3_POR;LLANITO-121
5408;3;RT3_POR;LLANITO-121
5408;3;RT3_POR;LLANITO-121
5409;3;RT3_POR;LLANITO-121
5409;3;RT3_POR;LLANITO-121
5410;3;RT3_POR;LLANITO-121
5410;3;RT3_POR;LLANITO-121
5411;3;RT3_POR;LLANITO-121
5411;3;RT3_POR;LLANITO-121
5412;3;RT3_POR;LLANITO-121
5412;3;RT3_POR;LLANITO-121
5413;3;RT3_POR;LLANITO-121
5413;3;RT3_POR;LLANITO-121
5414;3;RT3_POR;LLANITO-121
5414;3;RT3_POR;LLANITO-121
5415;3;RT3_POR;LLANITO-121
5415;3;RT3_POR;LLANITO-121
5416;3;RT3_POR;LLANITO-121
5416;3;RT3_POR;LLANITO-121
5417;3;RT3_POR;LLANITO-121
5417;3;RT3_POR;LLANITO-121
5418;3;RT3_POR;LLANITO-121
5418;3;RT3_POR;LLANITO-121
5419;3;RT3_POR;LLANITO-121
5419;3;RT3_POR;LLANITO-121
5420;3;RT3_POR;LLANITO-121
5420;3;RT3_POR;LLANITO-121
5421;3;RT3_POR;LLANITO-121
5421;3;RT3_POR;LLANITO-121
5422;3;RT3_POR;LLANITO-121
5422;3;RT3_POR;LLANITO-121
5423;3;RT3_POR;LLANITO-121
5423;3;RT3_POR;LLANITO-121
5424;3;RT3_POR;LLANITO-121
5424;3;RT3_POR;LLANITO-121
5425;3;RT3_POR;LLANITO-121
5425;3;RT3_POR;LLANITO-121
5426;3;RT3_POR;LLANITO-121
5426;3;RT3_POR;LLANITO-121
5427;3;RT3_POR;LLANITO-121
5427;3;RT3_POR;LLANITO-121
5428;3;RT3_POR;LLANITO-121
5428;3;RT3_POR;LLANITO-121
5429;3;RT3_POR;LLANITO-121
5429;3;RT3_POR;LLANITO-121
5430;3;RT3_POR;LLANITO-121
5430;3;RT3_POR;LLANITO-121
5431;3;RT3_POR;LLANITO-121
5431;3;RT3_POR;LLANITO-121
5432;3;RT3_POR;LLANITO-121
5432;3;RT3_POR;LLANITO-121
5433;3;RT3_POR;LLANITO-121
5433;3;RT3_POR;LLANITO-121
5434;3;RT3_POR;LLANITO-121
5434;3;RT3_POR;LLANITO-121
5435;3;RT3_POR;LLANITO-121
5435;3;RT3_POR;LLANITO-121
5436;3;RT3_POR;LLANITO-121
5436;3;RT3_POR;LLANITO-121
5437;3;RT3_POR;LLANITO-121
5437;3;RT3_POR;LLANITO-121
5438;3;RT3_POR;LLANITO-121
5438;3;RT3_POR;LLANITO-121
5439;3;RT3_POR;LLANITO-121
5439;3;RT3_POR;LLANITO-121
5440;3;RT3_POR;LLANITO-121
5440;3;RT3_POR;LLANITO-121
5441;3;RT3_POR;LLANITO-121
5441;3;RT3_POR;LLANITO-121
5442;3;RT3_POR;LLANITO-121
5442;3;RT3_POR;LLANITO-121
5443;3;RT3_POR;LLANITO-121
5443;3;RT3_POR;LLANITO-121
5444;3;RT3_POR;LLANITO-121
5444;3;RT3_POR;LLANITO-121
5445;3;RT3_POR;LLANITO-121
5445;3;RT3_POR;LLANITO-121
5446;3;RT3_POR;LLANITO-121
5446;3;RT3_POR;LLANITO-121
5447;3;RT3_POR;LLANITO-121
5447;3;RT3_POR;LLANITO-121
5448;3;RT3_POR;LLANITO-121
5448;3;RT3_POR;LLANITO-121
5449;3;RT3_POR;LLANITO-121
5449;3;RT3_POR;LLANITO-121
5450;3;RT3_POR;LLANITO-121
5450;3;RT3_POR;LLANITO-121
5451;3;RT3_POR;LLANITO-121
5451;3;RT3_POR;LLANITO-121
5452;3;RT3_POR;LLANITO-121
5452;3;RT3_POR;LLANITO-121
5453;3;RT3_POR;LLANITO-121
5453;3;RT3_POR;LLANITO-121
5454;3;RT3_POR;LLANITO-121
5454;3;RT3_POR;LLANITO-121
5455;3;RT3_POR;LLANITO-121
5455;3;RT3_POR;LLANITO-121
5456;2;RT3_POR;LLANITO-121
5456;3;RT3_POR;LLANITO-121
5457;3;RT3_POR;LLANITO-121
5457;2;RT3_POR;LLANITO-121
5458;2;RT3_POR;LLANITO-121
5458;1;RT3_POR;LLANITO-121
5459;1;RT3_POR;LLANITO-121
5459;1;RT3_POR;LLANITO-121
5460;1;RT3_POR;LLANITO-121
5460;1;RT3_POR;LLANITO-121
5461;1;RT3_POR;LLANITO-121
5461;1;RT3_POR;LLANITO-121
5462;1;RT3_POR;LLANITO-121
5462;1;RT3_POR;LLANITO-121
5463;1;RT3_POR;LLANITO-121
5463;1;RT3_POR;LLANITO-121
5464;1;RT3_POR;LLANITO-121
5464;1;RT3_POR;LLANITO-121
5465;1;RT3_POR;LLANITO-121
5465;1;RT3_POR;LLANITO-121
5466;1;RT3_POR;LLANITO-121
5466;1;RT3_POR;LLANITO-121
5467;1;RT3_POR;LLANITO-121
5467;2;RT3_POR;LLANITO-121
5468;3;RT3_POR;LLANITO-121
5468;3;RT3_POR;LLANITO-121
5469;3;RT3_POR;LLANITO-121
5469;3;RT3_POR;LLANITO-121
5470;3;RT3_POR;LLANITO-121
5470;3;RT3_POR;LLANITO-121
5471;3;RT3_POR;LLANITO-121
5471;2;RT3_POR;LLANITO-121
5472;2;RT3_POR;LLANITO-121
5472;1;RT3_POR;LLANITO-121
5473;1;RT3_POR;LLANITO-121
5473;1;RT3_POR;LLANITO-121
5474;1;RT3_POR;LLANITO-121
5474;1;RT3_POR;LLANITO-121
5475;1;RT3_POR;LLANITO-121
5475;1;RT3_POR;LLANITO-121
5476;1;RT3_POR;LLANITO-121
5476;1;RT3_POR;LLANITO-121
5477;1;RT3_POR;LLANITO-121
5477;1;RT3_POR;LLANITO-121
5478;1;RT3_POR;LLANITO-121
5478;1;RT3_POR;LLANITO-121
5479;1;RT3_POR;LLANITO-121
5479;1;RT3_POR;LLANITO-121
5480;1;RT3_POR;LLANITO-121
5480;1;RT3_POR;LLANITO-121
5481;1;RT3_POR;LLANITO-121
5481;1;RT3_POR;LLANITO-121
5482;1;RT3_POR;LLANITO-121
5482;1;RT3_POR;LLANITO-121
5483;1;RT3_POR;LLANITO-121
5483;1;RT3_POR;LLANITO-121
5484;1;RT3_POR;LLANITO-121
5484;2;RT3_POR;LLANITO-121
5485;3;RT3_POR;LLANITO-121
5485;3;RT3_POR;LLANITO-121
5486;3;RT3_POR;LLANITO-121
5486;3;RT3_POR;LLANITO-121
5487;3;RT3_POR;LLANITO-121
5487;3;RT3_POR;LLANITO-121
5488;3;RT3_POR;LLANITO-121
5488;3;RT3_POR;LLANITO-121
5489;3;RT3_POR;LLANITO-121
5489;3;RT3_POR;LLANITO-121
5490;3;RT3_POR;LLANITO-121
5490;2;RT3_POR;LLANITO-121
5491;2;RT3_POR;LLANITO-121
5491;2;RT3_POR;LLANITO-121
5492;1;RT3_POR;LLANITO-121
5492;1;RT3_POR;LLANITO-121
5493;1;RT3_POR;LLANITO-121
5493;1;RT3_POR;LLANITO-121
5494;1;RT3_POR;LLANITO-121
5494;1;RT3_POR;LLANITO-121
5495;2;RT3_POR;LLANITO-121
5495;2;RT3_POR;LLANITO-121
5496;1;RT3_POR;LLANITO-121
5496;1;RT3_POR;LLANITO-121
5497;2;RT3_POR;LLANITO-121
5497;1;RT3_POR;LLANITO-121
5498;1;RT3_POR;LLANITO-121
5498;1;RT3_POR;LLANITO-121
5499;1;RT3_POR;LLANITO-121
5499;1;RT3_POR;LLANITO-121
5500;2;RT3_POR;LLANITO-121
5500;2;RT3_POR;LLANITO-121
5501;2;RT3_POR;LLANITO-121
5501;3;RT3_POR;LLANITO-121
5502;3;RT3_POR;LLANITO-121
5502;3;RT3_POR;LLANITO-121
5503;3;RT3_POR;LLANITO-121
5503;3;RT3_POR;LLANITO-121
5504;3;RT3_POR;LLANITO-121
5504;3;RT3_POR;LLANITO-121
5505;3;RT3_POR;LLANITO-121
5505;3;RT3_POR;LLANITO-121
5506;3;RT3_POR;LLANITO-121
5506;3;RT3_POR;LLANITO-121
5507;3;RT3_POR;LLANITO-121
5507;3;RT3_POR;LLANITO-121
5508;3;RT3_POR;LLANITO-121
5508;3;RT3_POR;LLANITO-121
5509;3;RT3_POR;LLANITO-121
5509;3;RT3_POR;LLANITO-121
5510;3;RT3_POR;LLANITO-121
5510;3;RT3_POR;LLANITO-121
5511;3;RT3_POR;LLANITO-121
5511;3;RT3_POR;LLANITO-121
5512;3;RT3_POR;LLANITO-121
5512;3;RT3_POR;LLANITO-121
5513;3;RT3_POR;LLANITO-121
5513;3;RT3_POR;LLANITO-121
5514;3;RT3_POR;LLANITO-121
5514;3;RT3_POR;LLANITO-121
5515;3;RT3_POR;LLANITO-121
5515;3;RT3_POR;LLANITO-121
5516;3;RT3_POR;LLANITO-121
5516;3;RT3_POR;LLANITO-121
5517;3;RT3_POR;LLANITO-121
5517;2;RT3_POR;LLANITO-121
5518;2;RT3_POR;LLANITO-121
5518;2;RT3_POR;LLANITO-121
5519;2;RT3_POR;LLANITO-121
5519;2;RT3_POR;LLANITO-121
5520;2;RT3_POR;LLANITO-121
5520;2;RT3_POR;LLANITO-121
5521;3;RT3_POR;LLANITO-121
5521;3;RT3_POR;LLANITO-121
5522;3;RT3_POR;LLANITO-121
5522;2;RT3_POR;LLANITO-121
5523;1;RT3_POR;LLANITO-121
5523;2;RT3_POR;LLANITO-121
5524;2;RT3_POR;LLANITO-121
5524;2;RT3_POR;LLANITO-121
5525;1;RT3_POR;LLANITO-121
5525;1;RT3_POR;LLANITO-121
5526;1;RT3_POR;LLANITO-121
5526;1;RT3_POR;LLANITO-121
5527;1;RT3_POR;LLANITO-121
5527;1;RT3_POR;LLANITO-121
5528;1;RT3_POR;LLANITO-121
5528;1;RT3_POR;LLANITO-121
5529;1;RT3_POR;LLANITO-121
5529;1;RT3_POR;LLANITO-121
5530;1;RT3_POR;LLANITO-121
5530;1;RT3_POR;LLANITO-121
5531;2;RT3_POR;LLANITO-121
5531;3;RT3_POR;LLANITO-121
5532;3;RT3_POR;LLANITO-121
5532;3;RT3_POR;LLANITO-121
5533;3;RT3_POR;LLANITO-121
5533;3;RT3_POR;LLANITO-121
5534;3;RT3_POR;LLANITO-121
5534;2;RT3_POR;LLANITO-121
5535;2;RT3_POR;LLANITO-121
5535;2;RT3_POR;LLANITO-121
5536;3;RT3_POR;LLANITO-121
5536;3;RT3_POR;LLANITO-121
5537;3;RT3_POR;LLANITO-121
5537;3;RT3_POR;LLANITO-121
5538;3;RT3_POR;LLANITO-121
5538;3;RT3_POR;LLANITO-121
5539;3;RT3_POR;LLANITO-121
5539;3;RT3_POR;LLANITO-121
5540;3;RT3_POR;LLANITO-121
5540;3;RT3_POR;LLANITO-121
5541;3;RT3_POR;LLANITO-121
5541;3;RT3_POR;LLANITO-121
5542;3;RT3_POR;LLANITO-121
5542;2;RT3_POR;LLANITO-121
5543;2;RT3_POR;LLANITO-121
5543;1;RT3_POR;LLANITO-121
5544;1;RT3_POR;LLANITO-121
5544;1;RT3_POR;LLANITO-121
5545;1;RT3_POR;LLANITO-121
5545;1;RT3_POR;LLANITO-121
5546;1;RT3_POR;LLANITO-121
5546;1;RT3_POR;LLANITO-121
5547;1;RT3_POR;LLANITO-121
5547;1;RT3_POR;LLANITO-121
5548;1;RT3_POR;LLANITO-121
5548;1;RT3_POR;LLANITO-121
5549;1;RT3_POR;LLANITO-121
5549;1;RT3_POR;LLANITO-121
5550;2;RT3_POR;LLANITO-121
5550;3;RT3_POR;LLANITO-121
5551;3;RT3_POR;LLANITO-121
5551;3;RT3_POR;LLANITO-121
5552;3;RT3_POR;LLANITO-121
5552;3;RT3_POR;LLANITO-121
5553;3;RT3_POR;LLANITO-121
5553;3;RT3_POR;LLANITO-121
5554;3;RT3_POR;LLANITO-121
5554;3;RT3_POR;LLANITO-121
5555;3;RT3_POR;LLANITO-121
5555;3;RT3_POR;LLANITO-121
5556;3;RT3_POR;LLANITO-121
5556;3;RT3_POR;LLANITO-121
5557;3;RT3_POR;LLANITO-121
5557;3;RT3_POR;LLANITO-121
5558;3;RT3_POR;LLANITO-121
5558;3;RT3_POR;LLANITO-121
5559;3;RT3_POR;LLANITO-121
5559;2;RT3_POR;LLANITO-121
5560;2;RT3_POR;LLANITO-121
5560;2;RT3_POR;LLANITO-121
5561;2;RT3_POR;LLANITO-121
5561;2;RT3_POR;LLANITO-121
5562;2;RT3_POR;LLANITO-121
5562;3;RT3_POR;LLANITO-121
5563;3;RT3_POR;LLANITO-121
5563;3;RT3_POR;LLANITO-121
5564;2;RT3_POR;LLANITO-121
5564;2;RT3_POR;LLANITO-121
5565;2;RT3_POR;LLANITO-121
5565;2;RT3_POR;LLANITO-121
5566;2;RT3_POR;LLANITO-121
5566;1;RT3_POR;LLANITO-121
5567;1;RT3_POR;LLANITO-121
5567;1;RT3_POR;LLANITO-121
5568;1;RT3_POR;LLANITO-121
5568;1;RT3_POR;LLANITO-121
5569;1;RT3_POR;LLANITO-121
5569;2;RT3_POR;LLANITO-121
5570;3;RT3_POR;LLANITO-121
5570;3;RT3_POR;LLANITO-121
5571;3;RT3_POR;LLANITO-121
5571;3;RT3_POR;LLANITO-121
5572;3;RT3_POR;LLANITO-121
5572;3;RT3_POR;LLANITO-121
5573;3;RT3_POR;LLANITO-121
5573;3;RT3_POR;LLANITO-121
5574;3;RT3_POR;LLANITO-121
5574;3;RT3_POR;LLANITO-121
5575;3;RT3_POR;LLANITO-121
5575;3;RT3_POR;LLANITO-121
5576;3;RT3_POR;LLANITO-121
5576;3;RT3_POR;LLANITO-121
5577;3;RT3_POR;LLANITO-121
5577;3;RT3_POR;LLANITO-121
5578;3;RT3_POR;LLANITO-121
5578;3;RT3_POR;LLANITO-121
5579;3;RT3_POR;LLANITO-121
5579;3;RT3_POR;LLANITO-121
5580;3;RT3_POR;LLANITO-121
5580;3;RT3_POR;LLANITO-121
5581;3;RT3_POR;LLANITO-121
5581;2;RT3_POR;LLANITO-121
5582;2;RT3_POR;LLANITO-121
5582;1;RT3_POR;LLANITO-121
5583;1;RT3_POR;LLANITO-121
5583;1;RT3_POR;LLANITO-121
5584;1;RT3_POR;LLANITO-121
5584;2;RT3_POR;LLANITO-121
5585;1;RT3_POR;LLANITO-121
5585;1;RT3_POR;LLANITO-121
5586;1;RT3_POR;LLANITO-121
5586;1;RT3_POR;LLANITO-121
5587;1;RT3_POR;LLANITO-121
5587;2;RT3_POR;LLANITO-121
5588;3;RT3_POR;LLANITO-121
5588;3;RT3_POR;LLANITO-121
5589;3;RT3_POR;LLANITO-121
5589;3;RT3_POR;LLANITO-121
5590;3;RT3_POR;LLANITO-121
5590;3;RT3_POR;LLANITO-121
5591;3;RT3_POR;LLANITO-121
5591;3;RT3_POR;LLANITO-121
5592;2;RT3_POR;LLANITO-121
5592;1;RT3_POR;LLANITO-121
5593;1;RT3_POR;LLANITO-121
5593;1;RT3_POR;LLANITO-121
5594;1;RT3_POR;LLANITO-121
5594;1;RT3_POR;LLANITO-121
5595;1;RT3_POR;LLANITO-121
5595;1;RT3_POR;LLANITO-121
5596;1;RT3_POR;LLANITO-121
5596;1;RT3_POR;LLANITO-121
5597;1;RT3_POR;LLANITO-121
5597;1;RT3_POR;LLANITO-121
5598;1;RT3_POR;LLANITO-121
5598;1;RT3_POR;LLANITO-121
5599;1;RT3_POR;LLANITO-121
5599;1;RT3_POR;LLANITO-121
5600;1;RT3_POR;LLANITO-121
5600;2;RT3_POR;LLANITO-121
5601;3;RT3_POR;LLANITO-121
5601;3;RT3_POR;LLANITO-121
5602;3;RT3_POR;LLANITO-121
5602;3;RT3_POR;LLANITO-121
5603;3;RT3_POR;LLANITO-121
5603;3;RT3_POR;LLANITO-121
5604;3;RT3_POR;LLANITO-121
5604;3;RT3_POR;LLANITO-121
5605;3;RT3_POR;LLANITO-121
5605;3;RT3_POR;LLANITO-121
5606;3;RT3_POR;LLANITO-121
5606;3;RT3_POR;LLANITO-121
5607;3;RT3_POR;LLANITO-121
5607;3;RT3_POR;LLANITO-121
5608;3;RT3_POR;LLANITO-121
5608;3;RT3_POR;LLANITO-121
5609;3;RT3_POR;LLANITO-121
5609;3;RT3_POR;LLANITO-121
5610;3;RT3_POR;LLANITO-121
5610;3;RT3_POR;LLANITO-121
5611;3;RT3_POR;LLANITO-121
5611;3;RT3_POR;LLANITO-121
5612;3;RT3_POR;LLANITO-121
5612;2;RT3_POR;LLANITO-121
5613;2;RT3_POR;LLANITO-121
5613;2;RT3_POR;LLANITO-121
5614;2;RT3_POR;LLANITO-121
5614;2;RT3_POR;LLANITO-121
5615;2;RT3_POR;LLANITO-121
5615;1;RT3_POR;LLANITO-121
5616;1;RT3_POR;LLANITO-121
5616;2;RT3_POR;LLANITO-121
5617;2;RT3_POR;LLANITO-121
5617;3;RT3_POR;LLANITO-121
5618;3;RT3_POR;LLANITO-121
5618;3;RT3_POR;LLANITO-121
5619;3;RT3_POR;LLANITO-121
5619;3;RT3_POR;LLANITO-121
5620;3;RT3_POR;LLANITO-121
5620;3;RT3_POR;LLANITO-121
5621;3;RT3_POR;LLANITO-121
5621;3;RT3_POR;LLANITO-121
5622;3;RT3_POR;LLANITO-121
5622;3;RT3_POR;LLANITO-121
5623;3;RT3_POR;LLANITO-121
5623;3;RT3_POR;LLANITO-121
5624;3;RT3_POR;LLANITO-121
5624;3;RT3_POR;LLANITO-121
5625;3;RT3_POR;LLANITO-121
5625;3;RT3_POR;LLANITO-121
5626;3;RT3_POR;LLANITO-121
5626;3;RT3_POR;LLANITO-121
5627;3;RT3_POR;LLANITO-121
5627;3;RT3_POR;LLANITO-121
5628;3;RT3_POR;LLANITO-121
5628;3;RT3_POR;LLANITO-121
5629;3;RT3_POR;LLANITO-121
5629;3;RT3_POR;LLANITO-121
5630;3;RT3_POR;LLANITO-121
5630;3;RT3_POR;LLANITO-121
5631;3;RT3_POR;LLANITO-121
5631;3;RT3_POR;LLANITO-121
5632;3;RT3_POR;LLANITO-121
5632;3;RT3_POR;LLANITO-121
5633;3;RT3_POR;LLANITO-121
5633;3;RT3_POR;LLANITO-121
5634;3;RT3_POR;LLANITO-121
5634;3;RT3_POR;LLANITO-121
5635;3;RT3_POR;LLANITO-121
5635;3;RT3_POR;LLANITO-121
5636;3;RT3_POR;LLANITO-121
5636;3;RT3_POR;LLANITO-121
5637;3;RT3_POR;LLANITO-121
5637;3;RT3_POR;LLANITO-121
5638;3;RT3_POR;LLANITO-121
5638;3;RT3_POR;LLANITO-121
5639;3;RT3_POR;LLANITO-121
5639;3;RT3_POR;LLANITO-121
5640;3;RT3_POR;LLANITO-121
5640;3;RT3_POR;LLANITO-121
5641;3;RT3_POR;LLANITO-121
5641;3;RT3_POR;LLANITO-121
5642;3;RT3_POR;LLANITO-121
5642;3;RT3_POR;LLANITO-121
5643;3;RT3_POR;LLANITO-121
5643;3;RT3_POR;LLANITO-121
5644;3;RT3_POR;LLANITO-121
5644;3;RT3_POR;LLANITO-121
5645;3;RT3_POR;LLANITO-121
5645;3;RT3_POR;LLANITO-121
5646;3;RT3_POR;LLANITO-121
5646;3;RT3_POR;LLANITO-121
5647;3;RT3_POR;LLANITO-121
5647;3;RT3_POR;LLANITO-121
5648;3;RT3_POR;LLANITO-121
5648;3;RT3_POR;LLANITO-121
5649;2;RT3_POR;LLANITO-121
5649;2;RT3_POR;LLANITO-121
5650;2;RT3_POR;LLANITO-121
5650;2;RT3_POR;LLANITO-121
5651;2;RT3_POR;LLANITO-121
5651;2;RT3_POR;LLANITO-121
5652;2;RT3_POR;LLANITO-121
5652;2;RT3_POR;LLANITO-121
5653;2;RT3_POR;LLANITO-121
5653;2;RT3_POR;LLANITO-121
5654;2;RT3_POR;LLANITO-121
5654;1;RT3_POR;LLANITO-121
5655;1;RT3_POR;LLANITO-121
5655;1;RT3_POR;LLANITO-121
5656;1;RT3_POR;LLANITO-121
5656;1;RT3_POR;LLANITO-121
5657;1;RT3_POR;LLANITO-121
5657;2;RT3_POR;LLANITO-121
5658;2;RT3_POR;LLANITO-121
5658;2;RT3_POR;LLANITO-121
5659;3;RT3_POR;LLANITO-121
5659;3;RT3_POR;LLANITO-121
5660;3;RT3_POR;LLANITO-121
5660;3;RT3_POR;LLANITO-121
5661;3;RT3_POR;LLANITO-121
5661;3;RT3_POR;LLANITO-121
5662;3;RT3_POR;LLANITO-121
5662;3;RT3_POR;LLANITO-121
5663;3;RT3_POR;LLANITO-121
5663;3;RT3_POR;LLANITO-121
5664;3;RT3_POR;LLANITO-121
5664;3;RT3_POR;LLANITO-121
5665;3;RT3_POR;LLANITO-121
5665;3;RT3_POR;LLANITO-121
5666;3;RT3_POR;LLANITO-121
5666;3;RT3_POR;LLANITO-121
5667;3;RT3_POR;LLANITO-121
5667;3;RT3_POR;LLANITO-121
5668;3;RT3_POR;LLANITO-121
5668;3;RT3_POR;LLANITO-121
5669;3;RT3_POR;LLANITO-121
5669;3;RT3_POR;LLANITO-121
5670;3;RT3_POR;LLANITO-121
5670;3;RT3_POR;LLANITO-121
5671;2;RT3_POR;LLANITO-121
5671;2;RT3_POR;LLANITO-121
5672;3;RT3_POR;LLANITO-121
5672;3;RT3_POR;LLANITO-121
5673;3;RT3_POR;LLANITO-121
5673;3;RT3_POR;LLANITO-121
5674;3;RT3_POR;LLANITO-121
5674;3;RT3_POR;LLANITO-121
5675;3;RT3_POR;LLANITO-121
5675;3;RT3_POR;LLANITO-121
5676;3;RT3_POR;LLANITO-121
5676;3;RT3_POR;LLANITO-121
5677;3;RT3_POR;LLANITO-121
5677;3;RT3_POR;LLANITO-121
5678;3;RT3_POR;LLANITO-121
5678;3;RT3_POR;LLANITO-121
5679;3;RT3_POR;LLANITO-121
5679;3;RT3_POR;LLANITO-121
5680;3;RT3_POR;LLANITO-121
5680;3;RT3_POR;LLANITO-121
5681;3;RT3_POR;LLANITO-121
5681;3;RT3_POR;LLANITO-121
5682;3;RT3_POR;LLANITO-121
5682;3;RT3_POR;LLANITO-121
5683;3;RT3_POR;LLANITO-121
5683;2;RT3_POR;LLANITO-121
5684;2;RT3_POR;LLANITO-121
5684;3;RT3_POR;LLANITO-121
5685;3;RT3_POR;LLANITO-121
5685;3;RT3_POR;LLANITO-121
5686;2;RT3_POR;LLANITO-121
5686;2;RT3_POR;LLANITO-121
5687;1;RT3_POR;LLANITO-121
5687;1;RT3_POR;LLANITO-121
5688;1;RT3_POR;LLANITO-121
5688;1;RT3_POR;LLANITO-121
5689;1;RT3_POR;LLANITO-121
5689;1;RT3_POR;LLANITO-121
5690;2;RT3_POR;LLANITO-121
5690;3;RT3_POR;LLANITO-121
5691;3;RT3_POR;LLANITO-121
5691;3;RT3_POR;LLANITO-121
5692;3;RT3_POR;LLANITO-121
5692;3;RT3_POR;LLANITO-121
5693;3;RT3_POR;LLANITO-121
5693;3;RT3_POR;LLANITO-121
5694;3;RT3_POR;LLANITO-121
5694;3;RT3_POR;LLANITO-121
5695;3;RT3_POR;LLANITO-121
5695;3;RT3_POR;LLANITO-121
5696;3;RT3_POR;LLANITO-121
5696;3;RT3_POR;LLANITO-121
5697;3;RT3_POR;LLANITO-121
5697;3;RT3_POR;LLANITO-121
